toxic_sentence	neutral_sentence	lang
"Hallo Freunde ""Absurdistan"" hat mich wieder. Gerade mit `nem Geschenk für Murksel aus PL zurück. Ein Kopftuch für die Zweitfrau des Sultans😜"	"Hallo Freunde ""Absurdistan"" hat mich wieder. Gerade mit `nem Geschenk für Murksel aus PL zurück. Ein Kopftuch für die Zweitfrau des Sultans😜"	de
die Quotenmusel in der Sharia Partei D. für was das auch immer steht der Blonde ist aber auch nicht ganz hell auf der Platte	die Quotenmusel in Sharia Partei D. für was das auch immer steht Blonde ist aber auch nicht ganz auf Platte	de
Gesicht???? Was für ein Gesicht. Der hat nicht einmal einen Hals. Bei uns heißt so etwas Wutzekopp.	Gesicht???? Was für ein Gesicht. hat nicht einmal einen Hals. Bei uns heißt so etwas Wutzekopp.	de
hören Sie ihren Gören zu ? verkehrte Welt.	hören Sie ihren Gören zu ? verkehrte Welt.	de
Das wird nie aufhören...die fucking Gutmenschen würden ihr eigenes opfern um diesen Völkerwahn aufrechtzuerhalten	Das wird nie aufhören...die Gutmenschen würden ihr eigenes opfern um diesen Völkerwahn aufrechtzuerhalten	de
Ist doch wahr, denn dieses dicke Etwas bekommt kaum zwei zusammenhängenden Sätze heraus und von sinnvoll rede ich garnicht erst 😜	Ist doch wahr, denn dieses dicke Etwas bekommt kaum zwei zusammenhängenden Sätze heraus und von sinnvoll rede ich garnicht erst 😜	de
Das darf man bei den Grünen Kinderfi....n nicht so eng sehen! 😎	Das darf man bei den Grünen Kinderfi....n nicht so eng sehen! 😎	de
Quatsch! Das ist die deutschfeindliche Schuld von ihnen und ihrer Kanzlerin des Grauens!	Quatsch! Das ist die deutschfeindliche Schuld von ihnen und ihrer Kanzlerin des Grauens!	de
Jakarta nur Drecks Islamisten !!! sie wollen Christen verfolgen ....!!!	Jakarta nur Drecks Islamisten !!! sie wollen Christen verfolgen ....!!!	de
Frauen u Christen bekommen Extraunterkünfte, um sie vor den #Asylanten zu schützen.U wer schützt die Deutschen wenn die rausgekommen?	Frauen u Christen bekommen Extraunterkünfte, um sie vor den #Asylanten zu schützen.U wer schützt die Deutschen wenn die rausgekommen?	de
Da diese Meldung von den Vasallen Merkels kommt, würde ich sagen das diese Meldung der Tagesschau gelogen ist!! Lügenpresse und Lügen Medien	Da diese Meldung von den Vasallen Merkels kommt, würde ich sagen das diese Meldung Tagesschau gelogen ist!! Lügenpresse und Lügen Medien	de
Wer so redet gehört sich Verdroschen	Wer so redet gehört sich Verdroschen	de
Ach ja stimmt, Eure bekloppte Religion...	Ach ja stimmt, Eure bekloppte Religion...	de
"Obergrenze 😂😂😂 Hoffentlich haben es die Bayern endlich begriffen, dass man ihren ""Eierlosen"" und seinen Haufen lieber nicht gewählt hätte 😜"	"Obergrenze 😂😂😂 Hoffentlich haben es die Bayern endlich begriffen, dass man ihren ""Eierlosen"" und seinen Haufen lieber nicht gewählt hätte 😜"	de
Welch ein Schwachsinn - überlegt die Wahlergebnisse obwohl sie äußerst selten eine Bühne bekommen ihr Träumer	Welch ein - überlegt die Wahlergebnisse obwohl sie äußerst selten eine Bühne bekommen ihr Träumer	de
Du meinst zwitter und zwitter ist kein Geschlecht sondern eine Behinderung die man von geburt aus leider hat	Du meinst zwitter und zwitter ist kein Geschlecht sondern eine Behinderung die man von geburt aus leider hat	de
Das Video ist gesperrt - aus urheberrechtlichen Gründen - durch die Lügenpresse.	Das Video ist gesperrt - aus urheberrechtlichen Gründen - durch die Lügenpresse.	de
Bin 1947 geboren und habe mit diesem ganzen Scheiß nichts am Hut! Basta!	Bin 1947 geboren und habe mit diesem ganzen nichts am Hut! Basta!	de
Der ist nicht die hellste Kerze. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen.	ist nicht die hellste Kerze. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen.	de
"Schäuble zur Lage in der Türkei: ""Das erinnert mich daran, wie es in der DDR war"" Was weiß dieser Vollpfosten von der DDR 🤢"	"Schäuble zur Lage in Türkei: ""Das erinnert mich daran, wie es in DDR war"" Was weiß dieser von DDR 🤢"	de
Jetzt warte ich nur noch darauf bis sich der Grüne Anal Ritter Volker Beck zu Wort meldet. Aber der Pudert sich gerade die Nase. :-)	Jetzt warte ich nur noch darauf bis sich Grüne Ritter Volker Beck zu Wort meldet. Aber Pudert sich gerade die Nase. :-)	de
Todenhöfer ist ein verlogener linker Islamlobbyist.  Leider sehr einflussreich	Todenhöfer ist ein verlogener linker Islamlobbyist. Leider sehr einflussreich	de
Habe einige Male für ihn dolmetschen müssen - frag` mich besser nicht. Und wenn er Merkel sieht, kriegt er `nen Stän*** 😜	Habe einige Male für ihn dolmetschen müssen - frag` mich besser nicht. Und wenn er Merkel sieht, kriegt er `nen Stän*** 😜	de
Die deutsche Lügenpresse und Nazi Medien sind nur noch zum kotzen 🤢 schlimmer als Göbbels eben alle samt Vasallen Merkels!!	Die deutsche Lügenpresse und Medien sind nur noch zum kotzen 🤢 schlimmer als Göbbels eben alle samt Vasallen Merkels!!	de
Der Wechsel auf neue Modelle lässt die alten Diesel nicht. verschwinden. Das ist ein saudummer Vorschlag. Die Schiffe. versauen die Luft mehr	Wechsel auf neue Modelle lässt die alten Diesel nicht. verschwinden. Das ist ein saudummer Vorschlag. Die Schiffe. versauen die Luft mehr	de
Behörden WARTEN auf mehrere Morde, von diesem Abschaum!	Behörden WARTEN auf mehrere Morde, von diesem Abschaum!	de
Das haben wir dem kleinen Wicht zu verdanken...😃	Das haben wir dem kleinen Wicht zu verdanken...😃	de
Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss.. Wie kann denn so ein Nulltipper als Kanzlerkandidat aufgestellt werden?	Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss.. Wie kann denn so ein Nulltipper als Kanzlerkandidat aufgestellt werden?	de
Sry aber Preetz hat nicht viel beizutragen. Er MUSS der Politik in den Hintern kriechen damit sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von der Politik.	Sry aber Preetz hat nicht viel beizutragen. Er MUSS Politik in den kriechen damit sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von Politik.	de
Es wäre sehr sinnvoll die Aktionen und Verflechtungen der Linken Antifantenbrut zu prüfen und zu Dokumentieren	Es wäre sehr sinnvoll die Aktionen und Verflechtungen Linken Antifantenbrut zu prüfen und zu Dokumentieren	de
"Die Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt bei. mir Geilheit: ""den Umschalter zu nutzen."""	"Die Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt bei. mir Geilheit: ""den Umschalter zu nutzen."""	de
Wahrscheinlich...wenn ich alt und gebrechlich...an welchen sich Feiglinge gerne zu schaffen machen.... Aber noch bin ich nicht soweit....ist nicht der erste den ich verprügle...	Wahrscheinlich...wenn ich alt und gebrechlich...an welchen sich Feiglinge gerne zu schaffen machen.... Aber noch bin ich nicht soweit....ist nicht erste den ich verprügle...	de
Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Hetzpropaganda  gegen Trump und morgen sind es dann die Juden	Die einzigen dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Hetzpropaganda gegen Trump und morgen sind es dann die Juden	de
Die Masse versteht das nicht, sie sind so dumm gehalten das annähernd jede Hilfe zu spät kommt	Die Masse versteht das nicht, sie sind so gehalten das annähernd jede Hilfe zu spät kommt	de
Oje Lindner....die gleiche Pfeife wie einst Westerwelle..!!	Oje Lindner....die gleiche Pfeife wie einst Westerwelle..!!	de
Die.linken können tun was sie wollen dieses pack	Die.linken können tun was sie wollen dieses pack	de
Die einzige Frage ist: Lassen sich die #Österreicher wieder von der #Kern-#Kurz-affinen #MSM-#Lügenbande verarschen oder nicht?	Die einzige Frage ist: Lassen sich die #Österreicher wieder von #Kern-#Kurz-affinen #MSM-#Lügenbande verarschen oder nicht?	de
Eine zusätzliche Folge der islamischen Masseneinwanderung, gesteuert von Merkel und den Grünen Dummköpfen!	Eine zusätzliche Folge islamischen Masseneinwanderung, gesteuert von Merkel und den Grünen Dummköpfen!	de
Hahaha vllt gönn ich mir das ma. Aber diese asiaten sind einfach freaks, das is nich menschlich	Hahaha vllt gönn ich mir das ma. Aber diese asiaten sind einfach freaks, das is nich menschlich	de
Ich lach mich kaputt Truppenuschi soll es richten.	Ich lach mich kaputt Truppenuschi soll es richten.	de
Ihr Grünen-Würstel, haltet Euch raus aus Dingen, von denen Ihr. nichts versteht. Geht Fahrräder putzen, anstatt über die Nato. zu reden.	Ihr Grünen-Würstel, haltet Euch raus aus Dingen, von denen Ihr. nichts versteht. Geht Fahrräder putzen, anstatt über die Nato. zu reden.	de
FDP..bisher immer unbedeutend, wirklichen Schaden konnten sie nie anrichten..bis jetzt.. Lindner?.noch eine größere Pfeife als Westerwelle..!	FDP..bisher immer unbedeutend, wirklichen Schaden konnten sie nie anrichten..bis jetzt.. Lindner?.noch eine größere Pfeife als Westerwelle..!	de
Seit wenigen Stunden zurück in Deutschland, was für eine lächerliche, manipulierte und verlogene Parteienlandschaft um Murksels Thron.	Seit wenigen Stunden zurück in Deutschland, was für eine lächerliche, manipulierte und verlogene Parteienlandschaft um Murksels Thron.	de
Lieber bezahlter Diener Putins, als Speichellecker einer korrumpierten deutschen Politik 😜	Lieber bezahlter Diener Putins, als Speichellecker einer korrumpierten deutschen Politik 😜	de
Keine Unterhaltung, liebe Poetin, eher billige Wahlwerbung, weich klopfen der Wahlschafshirne 😜	Keine Unterhaltung, liebe Poetin, eher billige Wahlwerbung, weich klopfen Wahlschafshirne 😜	de
Grüner Scheiss ,wer sitzt hat keine Rechte mehr!	Grüner ,wer sitzt hat keine Rechte mehr!	de
Danke für die billigen Phrasen.Zum Kotzen!	Danke für die billigen Phrasen.Zum Kotzen!	de
Sie können gelassen auf jeden Polit-Idioten warten, der auch einen Krieg nur in Erwägung zieht 😜	Sie können gelassen auf jeden Polit-Idioten warten, auch einen Krieg nur in Erwägung zieht 😜	de
Diese Migrantenkrieg der Schmarotzergegen Deutschland, ist schon in Vorbereitung!	Diese Migrantenkrieg Schmarotzergegen Deutschland, ist schon in Vorbereitung!	de
Frau Kerestan hat frisch und gut argumentiert. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint.	Frau Kerestan hat frisch und gut argumentiert. Herr Weinberg ist ein Betonkopf, nur rückwärtsgewandt zu blicken scheint.	de
"Trump - sprich Tramp. Wenn die Laien-Ministerin über Trump labert,. bleibt mir nur : "" Lass den Trampel quaken"". Zu mehr taugt sie nicht."	"Trump - sprich Tramp. Wenn die Laien-Ministerin über Trump labert,. bleibt mir nur : "" Lass den Trampel quaken"". Zu mehr taugt sie nicht."	de
Der Auftritt der AfD ist richtig gut....absolut verständliche nachvollziehbare Politik..... Es wird Zeit die Sesselschnarcher abzuservieren ...!	Auftritt AfD ist richtig gut....absolut verständliche nachvollziehbare Politik..... Es wird Zeit die Sesselschnarcher abzuservieren ...!	de
Von wegen übertriebener Polizeigewalt. Die Polizei muss in Zukunft. viel härter vorgehen. Aus Maul hauen und dann verhaften.	Von wegen übertriebener Polizeigewalt. Die Polizei muss in Zukunft. viel härter vorgehen. Aus Maul hauen und dann verhaften.	de
Die öffentlich-rechtlichen sind Merkels Vasallen und unterstehen der Zensur Merkels!! Die Lügenpresse ebenfalls so wie SAT1 und RTL	Die öffentlich-rechtlichen sind Merkels Vasallen und unterstehen Zensur Merkels!! Die Lügenpresse ebenfalls so wie SAT1 und RTL	de
So ein Mist....die Unfähigsten aller zusammen bekleiden egal welche Ministerien...blödes dummes Deutschland was hast du nur angestellt...😡😡	So ein Mist....die Unfähigsten aller zusammen bekleiden egal welche Ministerien...blödes Deutschland was hast du nur angestellt...😡😡	de
JETZT REDET DER PFAFFE ,, Im LARVE''	JETZT REDET PFAFFE ,, Im LARVE''	de
"Mittlerweile haben unsere Medien das Niveau des ""ND"" und TV vor 1989 in d. DDR. Kein Wunder bei der Lehrmeisterin, als ehem. AgitProperin 😜"	"Mittlerweile haben unsere Medien das Niveau des ""ND"" und TV vor 1989 in d. DDR. Kein Wunder bei Lehrmeisterin, als ehem. AgitProperin 😜"	de
In einer nicht #PoliticalCorrectness-geistesgestörten Welt würden sie dem #Invasoren-#Abschaum die Scheiße aus dem Hirn prügeln	In einer nicht #PoliticalCorrectness-geistesgestörten Welt würden sie dem #Invasoren-#Abschaum die aus dem Hirn prügeln	de
Das Pflaster müsste über sein dummes Maul reichen,😷	Das Pflaster müsste über sein Maul reichen,😷	de
Und wieder wird mit einem #falseflag (giftgaseinsatz) ein Terrorakt gegen Syrien durch USA gestartet.. Bei dem Wahnsinnigen Trump droht WW3	Und wieder wird mit einem #falseflag (giftgaseinsatz) ein Terrorakt gegen Syrien durch USA gestartet.. Bei dem Wahnsinnigen Trump droht WW3	de
#HETZERIN 💩@USER_0💩 ⛔ #GEBLOCKT ! ⛔ WEG ist diese KRANKE deutschen - feindliche Person ! ⚠	#HETZERIN 💩@USER_0💩 ⛔ #GEBLOCKT ! ⛔ WEG ist diese KRANKE deutschen - feindliche Person ! ⚠	de
Was erwarten Sie von Rothschild Sklaven die ihre Seele dem Satan verkauf haben!	Was erwarten Sie von Rothschild Sklaven die ihre Seele dem Satan verkauf haben!	de
viel gefährlicher ist Oberdummzicke Sheitan Chebli	viel gefährlicher ist Oberdummzicke Sheitan Chebli	de
Was bist Du denn für ne Göre?	Was bist Du denn für ne Göre?	de
Jeder der mit Gabriel und Steinmeier paktiert hat bei mir verschissen. SPD - SCHMAROTZER, PÄDOPHILE UND DENUNZIANTEN !!!	Jeder mit Gabriel und Steinmeier paktiert hat bei mir verschissen. SPD - SCHMAROTZER, UND DENUNZIANTEN !!!	de
1. Mit ihr euch meine ich diese ganzen intoleranten voll mit hasserfüllten versagern ..2 . ich will mich nicht nach euren wünschen und Vorstellungen integrieren , punkt aus !	1. Mit ihr euch meine ich diese ganzen intoleranten voll mit hasserfüllten versagern ..2 . ich will mich nicht nach euren wünschen und Vorstellungen integrieren , punkt aus !	de
Schon mal Gesehen. Asiaten sind brutal, gewissenlos, gottlos.	Schon mal Gesehen. Asiaten sind brutal, gewissenlos, gottlos.	de
Juhu, der Bayer ohne Eier will wieder einmal alles nach der Wahl richten 😂😂😂 ich pinkel mir vor Lachen gleich ein 😂😂😂	Juhu, Bayer ohne Eier will wieder einmal alles nach Wahl richten 😂😂😂 ich pinkel mir vor Lachen gleich ein 😂😂😂	de
Oder man ist so blöde und dumm wie du und nutzt keine Infos und jetzt such den Grammatikfehle,such,fein machst du das ,such,feiner Linker	Oder man ist so und wie du und nutzt keine Infos und jetzt such den Grammatikfehle,such,fein machst du das ,such,feiner Linker	de
"Stil der SPD seit Noske den ""Bluthund"" spielen durfte > diese Verräter am Volk"	"Stil SPD seit Noske den ""Bluthund"" spielen durfte > diese Verräter am Volk"	de
Dieser Hank ist wirklich ein Honk.	Dieser Hank ist wirklich ein Honk.	de
haha sucht man schon Ausreden für die völlig Dumme Berichterstattung der letzten Wochen...?	haha sucht man schon Ausreden für die völlig Berichterstattung letzten Wochen...?	de
"Huuuuuuuuuu, geht doch, Murksel entglitten in Washington sämtliche Gesichtszüge. Sogar ihre ""Mäulchenfalten"" verschwanden 😂😂😂"	"Huuuuuuuuuu, geht doch, Murksel entglitten in Washington sämtliche Gesichtszüge. Sogar ihre ""Mäulchenfalten"" verschwanden 😂😂😂"	de
Trump ist nicht eingeknickt und schon gar nicht vor diesen dummen Politikern, Lügenpresse und Nazimedien in Deutschland!!	Trump ist nicht eingeknickt und schon gar nicht vor diesen Politikern, Lügenpresse und Nazimedien in Deutschland!!	de
Dummes Geschwätz. Er sitzt alle Dumnscheätzer aus. Zu Recht	Geschwätz. Er sitzt alle Dumnscheätzer aus. Zu Recht	de
Wo werden diese Clowns nur gezüchtet und wie entsteht solch eine Gesinnung ...?	Wo werden diese Clowns nur gezüchtet und wie entsteht solch eine Gesinnung ...?	de
"@USER_0de @USER_0 Bald seid ihr alle hier ""Entsorgt""!"	"@USER_0de @USER_0 Bald seid ihr alle hier ""Entsorgt""!"	de
Ja @USER_0? Pst, auch für dich nochmals, die Grenzen waren seit dem Schengen Abkommen offen, also was willst du bezwecken mit Staatsgrenzen schützen Gebrabbel?	Ja @USER_0? Pst, auch für dich nochmals, die Grenzen waren seit dem Schengen Abkommen offen, also was willst du bezwecken mit Staatsgrenzen schützen Gebrabbel?	de
100% der AfD scheißt auf die Menschenrechte	100% AfD auf die Menschenrechte	de
Heiko Maas ist furchtbar. Sein gelabber sollte unter Strafe stehen. #berichtAUSberlin	Heiko Maas ist furchtbar. Sein gelabber sollte unter Strafe stehen. #berichtAUSberlin	de
Ich kann diesen Bullshit nicht mehr hören...die dummen 🇩🇪haben sich entschieden.... Die sollen weiterhin in ihrer Scheißprovinz bleiben	Ich kann diesen nicht mehr hören...die 🇩🇪haben sich entschieden.... Die sollen weiterhin in ihrer Scheißprovinz bleiben	de
@USER_1: @USER_2 @USER_0 Was für ein dummer Tweet!. Von diesen Typen kritisiert werden ist eine Ehre!. Die Rotfaschisten zittern!	@USER_1: @USER_2 @USER_0 Was für ein Tweet!. Von diesen Typen kritisiert werden ist eine Ehre!. Die Rotfaschisten zittern!	de
Naja,zu Lauterbach,ich kenne viele Leute die es besser machen würden und zum Dummerchen Thomalla , Merkel ist der Skandal, Watt für IRRE!	Naja,zu Lauterbach,ich kenne viele Leute die es besser machen würden und zum Dummerchen Thomalla , Merkel ist Skandal, Watt für IRRE!	de
@USER_0_Hoffenheim @USER_0 Mit besseren Kommentatoren Pinkeln gehen aber das Urinal nicht treffen	@USER_0_Hoffenheim @USER_0 Mit besseren Kommentatoren gehen aber das Urinal nicht treffen	de
Düsseldorf ist nicht die einzige dumme Stadt...und mit dem Messerstecher habe ich mehr Mitleid als mit dem Möchtegernbürgermeister...!!	Düsseldorf ist nicht die einzige Stadt...und mit dem Messerstecher habe ich mehr Mitleid als mit dem Möchtegernbürgermeister...!!	de
Das ist die Folge wenn Schwachmaten wie Laschet und Konsorten Politik machen! 😨 👎	Das ist die Folge wenn Schwachmaten wie Laschet und Konsorten Politik machen! 😨 👎	de
Diese ganze #metoo Kampagne einfach zum kotzen. Wie viele Männer werden von Frauen unterdrückt, misshandelt und missbraucht. Darüber spricht Mann nicht, aus Scham.	Diese ganze #metoo Kampagne einfach zum kotzen. Wie viele Männer werden von Frauen unterdrückt, misshandelt und missbraucht. Darüber spricht Mann nicht, aus Scham.	de
Öffentlich-rechtlichen Nazi Medien und Merkel Vasallen setzten ihre Hetzkampagne gegen den Präsidenten der Vereinigten Staaten fort!!	Öffentlich-rechtlichen Medien und Merkel Vasallen setzten ihre Hetzkampagne gegen den Präsidenten Vereinigten Staaten fort!!	de
Irgendwie beruhigend das es woanders noch schwachsinnigere Politik gibt als bei den deutschen...	Irgendwie beruhigend das es woanders noch schwachsinnigere Politik gibt als bei den deutschen...	de
In Polen sagte man mir heute, da erhielt doch ein Arschloch einen Preis dafür, weil er sein Heimatland Polen in Brüssel verklagen wollte 💩🤢	In Polen sagte man mir heute, da erhielt doch ein einen Preis dafür, weil er sein Heimatland Polen in Brüssel verklagen wollte 💩🤢	de
Es ist unglaublich dieses Politische Pack posaunt in die Welt hinaus es können 220.000 plus die, d zusätzlich kommen in unser Land strömen	Es ist unglaublich dieses Politische Pack posaunt in die Welt hinaus es können 220.000 plus die, d zusätzlich kommen in unser Land strömen	de
#Kinderfickerpartei hat im Bundestag nichts verloren	#Kinderfickerpartei hat im Bundestag nichts verloren	de
Die Anzahl der dreckigen Bastarde in diese Politverblödungsshows wäre bei 100%, wenn nicht hin und wieder jemand von der AFD dazu käme.	Die Anzahl dreckigen in diese Politverblödungsshows wäre bei 100%, wenn nicht hin und wieder jemand von AFD dazu käme.	de
Weil er eine linke Bazille ist....😃	Weil er eine linke Bazille ist....😃	de
So sind sie halt unsere Politschmarotzer....Lindner allerdings eine noch größere Pfeife als Westerwelle..	So sind sie halt unsere Politschmarotzer....Lindner allerdings eine noch größere Pfeife als Westerwelle..	de
Prostituierte kann sich nicht mal ein Hartz IV leisten, Asylanten sucht euch Wichsvorlageni n Pornos!	kann sich nicht mal ein Hartz IV leisten, Asylanten sucht euch Wichsvorlageni n Pornos!	de
"😂😂😂 Phantomschmerz (fehlende Eier) und Machtgeilheit zwangen heute erneut den ""Bayern-Horsti"" ohne Vaseline  in den Ar*** der Kanzlerette 😜"	"😂😂😂 Phantomschmerz (fehlende Eier) und Machtgeilheit zwangen heute erneut den ""Bayern-Horsti"" ohne Vaseline in den Ar*** Kanzlerette 😜"	de
So tief sind wir gesunken! Ein Merkel-Speichellecker mit dem IQ einer gewissen Fatima Roth, eine Null (außer im Tonnengewicht) als Finanzminister!	So tief sind wir gesunken! Ein Merkel-Speichellecker mit dem IQ einer gewissen Fatima Roth, eine Null (außer im Tonnengewicht) als Finanzminister!	de
schlimmer sind jene Fanatiker die Islamisten hofieren. Jung als Nazi zu bezeichnen ist unendlich dumm!!	schlimmer sind jene Fanatiker die Islamisten hofieren. Jung als zu bezeichnen ist unendlich dumm!!	de
Der Papst würde auch den Arsch des Teufels küssen wenn es ihm nützt	Papst würde auch den des Teufels küssen wenn es ihm nützt	de
Alternative: Frauen bekommen von alleine ihren Hintern hoch und geben nicht immerzu Männern die Schuld, wenn ihnen irgendetwas nicht passt.	Alternative: Frauen bekommen von alleine ihren hoch und geben nicht immerzu Männern die Schuld, wenn ihnen irgendetwas nicht passt.	de
So dumm wie Gutmenschen halt sind!	So wie Gutmenschen halt sind!	de
"n-tv: ""Startschwierigkeiten bei Antiterror-Übung"" > Ich: ""Wenn Dilettanten unter Flintenuschis ""Obhut""  schon Krieg spielen!"" 😂😂😂"	"n-tv: ""Startschwierigkeiten bei Antiterror-Übung"" > Ich: ""Wenn Dilettanten unter Flintenuschis ""Obhut"" schon Krieg spielen!"" 😂😂😂"	de
Ich kann diese Hackfresse Lanz nicht mehr sehen, noch weniger hören.	Ich kann diese Lanz nicht mehr sehen, noch weniger hören.	de
Die Welt von #Maas und #Merkel. Im Internet gibt’s Sperrung wenn nicht Staatsmeinung vertreten wird. In Hamburg gibts Schläge auf den Kopf	Die Welt von #Maas und #Merkel. Im Internet gibt’s Sperrung wenn nicht Staatsmeinung vertreten wird. In Hamburg gibts Schläge auf den Kopf	de
Auf die Bewährung schei.......ss ich!	Auf die Bewährung schei.......ss ich!	de
Ich finde er ist einfach ein unlustiger Spasst	Ich finde er ist einfach ein unlustiger Spasst	de
"Die Bevölkerung Europas wird ""weggezüchtet"" werden, wie einst die Neandertaler und hirnlose ""Prolle"" merken`s nicht einmal 😂😂😂"	"Die Bevölkerung Europas wird ""weggezüchtet"" werden, wie einst die Neandertaler und hirnlose ""Prolle"" merken`s nicht einmal 😂😂😂"	de
Zum Mitschreiben für die roten Ignoranten: Eine doppelte Staats-. bürgerschaft liegt vor, wenn - ja, jetzt wird es spannend. Was ist doppelt?	Zum Mitschreiben für die roten Ignoranten: Eine doppelte Staats-. bürgerschaft liegt vor, wenn - ja, jetzt wird es spannend. Was ist doppelt?	de
Laßt doch verdammt noch mal das NS Regime aus dem Spiel. Es war damals viel besser für das Volk als ihr euch vorstelle	Laßt doch noch mal das NS Regime aus dem Spiel. Es war damals viel besser für das Volk als ihr euch vorstelle	de
"Ich fordere eine ""Forschungsgruppe islamistischer Mob"""	"Ich fordere eine ""Forschungsgruppe islamistischer Mob"""	de
"Dieses ""Propaganda-TV"" ist nicht mehr mit anzusehen 🤢 Hoffentlich tritt Trump den politisch Verantwortlichen gehörig in den Arsch, Murksel!"	"Dieses ""Propaganda-TV"" ist nicht mehr mit anzusehen 🤢 Hoffentlich tritt Trump den politisch Verantwortlichen gehörig in den Arsch, Murksel!"	de
da ist sie ja wieder die Moderatorin der @USER_0 mit der alten schwarzen Schmodder Hose und den fettigen Haaren #WDR	da ist sie ja wieder die Moderatorin @USER_0 mit alten schwarzen Schmodder Hose und den fettigen Haaren #WDR	de
Ich schäme mich in solchem Verbrecherstaat mit deutschfeindlichen Ganoven-Richtern und korrupten Politikern zu leben!	Ich schäme mich in solchem Verbrecherstaat mit deutschfeindlichen Ganoven-Richtern und korrupten Politikern zu leben!	de
Netanjahu wirft Gabriel Instinktlosigkeit vor. Tatsächlich ist Gabriel. ein völliger Versager, der einen Abgeschobenenposten bekleidet.	Netanjahu wirft Gabriel Instinktlosigkeit vor. Tatsächlich ist Gabriel. ein völliger Versager, einen Abgeschobenenposten bekleidet.	de
Ja die schauen auch abgemagert aus...speziell das fette Altmaier-Etwas....	Ja die schauen auch abgemagert aus...speziell das fette Altmaier-Etwas....	de
Die Zeit ist überreif für dass große Ausmisten in Politik, Justiz u Medien dieses ganze Rot Grün versiffte Parteibuch Pack zum Teufel jagen	Die Zeit ist überreif für dass große Ausmisten in Politik, Justiz u Medien dieses ganze Rot Grün versiffte Parteibuch Pack zum Teufel jagen	de
Frau #Böttinger meine Meinung dazu ist sie sollten uns mit ihrem Pferdegebiss nicht weiter belästigen #WDR	Frau #Böttinger meine Meinung dazu ist sie sollten uns mit ihrem Pferdegebiss nicht weiter belästigen #WDR	de
Kein Land möchte diese Schmarotzer haben. In Deutschland leben sie wie im Paradies und beschweren sich noch. Haut endlich ab und belastet nicht länger unser Sozialsystem.	Kein Land möchte diese Schmarotzer haben. In Deutschland leben sie wie im Paradies und beschweren sich noch. Haut endlich ab und belastet nicht länger unser Sozialsystem.	de
Das sind doch überwiegend junge Männer, die uns überrennen wollen.. Die illegalen Invasoren brauchen Arbeit - in Arbeitslagern - fair.	Das sind doch überwiegend junge Männer, die uns überrennen wollen.. Die illegalen Invasoren brauchen Arbeit - in Arbeitslagern - fair.	de
Stattdessen sollte man das gesamte Führungspack der SPD wegsperren. SPD - Schmarotzer, Pädophile und Drnunzianten	Stattdessen sollte man das gesamte Führungspack SPD wegsperren. SPD - Schmarotzer, und Drnunzianten	de
"An Merkel, Gauck, Flintenuschi &amp; Co: ""Wer Krieg predigt, ist des Teufels Feldprediger"" (altes Deutsches Sprichwort) 😜"	"An Merkel, Gauck, Flintenuschi &amp; Co: ""Wer Krieg predigt, ist des Teufels Feldprediger"" (altes Deutsches Sprichwort) 😜"	de
"Du weißt, dass du #geistesgestört bist, wenn deine größte Sorge ist von #linke n Clowns ""#Rassist"" od. ""#islamophob"" genannt zu werden"	"Du weißt, dass du #geistesgestört bist, wenn deine größte Sorge ist von #linke n Clowns ""#Rassist"" od. ""#islamophob"" genannt zu werden"	de
ist eine Körperverletzung! Sorry diese Frau ist einfach Dumm!	ist eine Körperverletzung! Sorry diese Frau ist einfach Dumm!	de
für derart strunzdumme Menschen die ihre Gesundheit bei Wetten Dass ruinieren sollte die Öffentlichkeit keinesfalls aufkommen #hartaberfair	für derart strunzdumme Menschen die ihre Gesundheit bei Wetten Dass ruinieren sollte die Öffentlichkeit keinesfalls aufkommen #hartaberfair	de
Genderisten mit ihren eigenen Waffen zu schlagen ist einfach und spaßig. Sagt einfach, Ihr identifiziert Euch als schwarze lesbischer Transe	Genderisten mit ihren eigenen Waffen zu schlagen ist einfach und spaßig. Sagt einfach, Ihr identifiziert Euch als schwarze lesbischer Transe	de
sehr gefährlich wenn Regenbogenhirne intoleranten Kriminellen die Grenzen öffnen!! Die schlimmste Gewaltwelle erleben aus dieser Richtung.	sehr gefährlich wenn Regenbogenhirne intoleranten Kriminellen die Grenzen öffnen!! Die schlimmste Gewaltwelle erleben aus dieser Richtung.	de
